order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD154758,ID0207093524,2019-08-27,Bakers,"[('pearTV', 1), ('iStream', 2), ('Universe Note', 2)]",13510,53.95,-37.8032831,145.007438,25,10186.45,Winter,False,1.308,"this worked well for about 6 months but then stopped connecting to the internet (wifi) and none of the trouble shooting efforts worked.  digico customer service couldn't help further and told me warranty was only 3 months, which was very disappointing, so they weren't willing to replace.",False
ORD157353,ID6167266626,2019-06-26,Nickolson,"[('pearTV', 2), ('iStream', 1)]",12770,52.12,-37.8095947,144.9636776,0,12822.12,Winter,False,1.1272,one star phone sucks!!! don't ever buy that piece of junk!!!,True
ORD430536,ID0598399382,2019-04-02,Nickolson,"[('Toshika 750', 1), ('iAssist Line', 1), ('iStream', 1), ('Universe Note', 2)]",13595,64.53,-37.8140167,144.9654387,15,11620.28,Autumn,False,0.6249,excellent phone i really bought it as a gift is a phone that a friend in another country that uses the 3g network sent me thanks because the phone is formidable thanks for your work,True
ORD453282,ID0781091686,2019-10-17,Bakers,"[('pearTV', 2), ('iAssist Line', 1), ('Candle Inferno', 1)]",15275,91.46,-37.8119347,145.0134889,15,13075.21,Spring,True,1.62,no me an entregado todavía muy mal x que hasta el día de hoy no me lo entregan,False
ORD466433,ID3218293544,2019-03-08,Thompson,"[('pearTV', 1), ('Olivia x460', 1)]",7535,66.54,-37.8040253,144.9528506,25,5717.79,Autumn,False,1.1956,"great phone! ordered for my 77 year old mom. she loves it, says it's the best one she's ever had. coming from her, that's a big compliment.",True
ORD344472,ID5002592919,2019-12-21,Thompson,"[('Lucent 330S', 2), ('Candle Inferno', 2), ('Toshika 750', 1), ('iAssist Line', 1)]",9865,52.2,-37.8122134,144.9519126,15,8437.45,Summer,False,0.429,does not respond to actions performed. this phone has no response to your actions most of the time. you constantly have to redo every touch you make. returning...,False
ORD473815,ID0588198721,2019-03-13,Nickolson,"[('Thunder line', 1), ('pearTV', 1)]",8490,66.07,-37.8121368,144.9739924,5,8131.57,Autumn,False,0.8182,"awesome phone! great phone! the screen is a nice size, the color was perfect- i absolutely love it! the shipping service was also wonderful- it came right on time! thanks digico!",True
ORD098336,ID0703556755,2019-03-28,Thompson,"[('pearTV', 1), ('Thunder line', 2), ('iAssist Line', 1), ('Candle Inferno', 2)]",13755,67.01,-37.8068782,144.9560174,0,13822.01,Autumn,False,1.0176,great and informative service. the guy who helped us was very friendly.,True
ORD164452,ID4804855254,2019-12-19,Thompson,"[('Candle Inferno', 1), ('Toshika 750', 1), ('Universe Note', 1)]",8200,66.01,-37.7990648,144.9454199,10,7446.01,Summer,False,1.5218,two stars hi my product do not turn on it broken.,False
ORD029585,ID0248746951,2019-02-14,Bakers,"[('Lucent 330S', 1), ('iStream', 1), ('pearTV', 2)]",14000,98.3,-37.8217934,144.9907543,25,10598.3,Summer,True,1.371,fair trade as expected,True
ORD212818,ID0253027653,2019-09-28,Bakers,"[('pearTV', 1), ('Lucent 330S', 2)]",8770,66.33,-37.8240667,145.0163708,0,8836.33,Spring,False,1.3039,"one star not a new phone, malfunctioning right out of the box, flickering white screen over everything.",False
ORD468449,ID0634783945,2019-12-21,Thompson,"[('Thunder line', 1), ('Toshika 750', 2), ('Alcon 10', 2), ('Candle Inferno', 2)]",29580,94.73,-37.8125043,144.9374633,5,28195.73,Summer,True,0.845,great lucent g quality phone for the price point,True
ORD235371,ID0589704716,2019-06-03,Thompson,"[('Alcon 10', 2), ('Lucent 330S', 2)]",20360,78.81,-37.8210844,144.9550887,5,19420.81,Winter,True,1.1722,this is the best phone i have ever bought you want a camera that makes phone calls.....then you got it.....top of the line phone too,True
ORD403400,ID0814816061,2019-05-27,Nickolson,"[('Universe Note', 1), ('iAssist Line', 2)]",7900,77.82,-37.8153678,144.975339,0,7977.82,Autumn,True,0.623,perfect! looked brand new!! worked perfect once sim card installed!,True
ORD212584,ID0277362770,2019-01-18,Bakers,"[('iStream', 2), ('iAssist Line', 2), ('Universe Note', 2)]",11650,96.56,-37.8113389,145.0085819,15,9999.06,Summer,True,1.1835,five stars sweet,True
ORD439821,ID6167489399,2019-01-28,Thompson,"[('Lucent 330S', 1), ('Candle Inferno', 2), ('iStream', 2)]",2390,76.36,-37.8096114,144.9595749,5,2346.86,Summer,False,1.1514,honest mistake purchased two unlocked phones but only one came unlock. contact seller and received code to unlock phone. after numerous attempts i was able to unlock phone. i am now please with my purchase. i was going to return phone but decided to keep phone.,True
ORD308765,ID0107172471,2019-01-04,Nickolson,"[('iStream', 1), ('Thunder line', 1)]",2330,89.45,-37.8214213,144.9639248,5,2302.95,Summer,True,0.5863,five stars it is everything and more. seller threw in a screen protector. thanks,True
ORD370065,ID2473002367,2019-03-02,Bakers,"[('iAssist Line', 1), ('Thunder line', 1)]",4405,65.72,-37.8041871,145.0022771,0,4470.72,Autumn,False,0.8956,one of the most better cells in the market all the phone cell are beautiful and well designed,False
ORD386513,ID0746912612,2019-09-07,Nickolson,"[('Lucent 330S', 2), ('pearTV', 1), ('Toshika 750', 2)]",17410,66.7,-37.8248801,144.9847117,5,22306.28,Spring,False,1.5055,"la pantalla dejo de funcionar sorry, this video is unsupported on this browser.  luego de 24 horas la pantalla dejo de funcionar y solo parpadea como muestra el video",False
ORD405547,ID3213448169,2019-05-05,Thompson,"[('Lucent 330S', 2), ('iAssist Line', 1)]",4685,65.27,-37.8080577,144.9609388,25,3579.02,Autumn,False,1.3236,"five stars great phone, works very well. i am in love.",True
ORD476072,ID0250774457,2019-09-26,Bakers,"[('iassist line', 2), ('toshika 750', 2), ('olivia x460', 1), ('universe note', 1)]",17765,67.96,-37.8147977,145.0118159,15,15168.21,Spring,False,1.5533,sad :( i emailed the seller and asked him if there was anything wrong with the phone and they assured me they check all their devices and nothing was wrong with the phone. when it arrived the home button was not working. i will have to get the entire screen changed to fix this which will cost well over $100. disappointed.,False
ORD261924,ID0373641803,2019-05-30,Bakers,"[('Universe Note', 2), ('Candle Inferno', 2)]",7760,52.6,-37.8108227,145.0166183,10,7036.6,Autumn,False,1.3344,"one star i would not buy any of asus phone, they are very fragile even with heavy cover.",False
ORD363569,ID1283637393,2019-09-03,Thompson,"[('Candle Inferno', 1), ('Alcon 10', 2), ('Toshika 750', 1), ('Olivia x460', 1)]",23875,66.95,-37.8020319,144.9570706,25,17973.2,Spring,False,1.4754,"do not buy! bought this phone and was so disappointed, phone clearly said 64gb on the phone and the packaging, but when i installed2 app no space. only to see it's only 8 gb. to late to return it will because of where i am now.",False
ORD239056,ID0598401527,2019-04-25,Nickolson,"[('Alcon 10', 1), ('pearTV', 1), ('iAssist Line', 2)]",19710,63.3,-37.8146744,144.963545,25,14845.8,Autumn,True,0.6851,one star defected.,False
ORD103199,ID0711334400,2019-01-02,Thompson,"[('iStream', 2), ('Thunder line', 2), ('Lucent 330S', 1)]",5890,78.13,-37.8068633,144.9589424,10,5379.13,Summer,False,1.2283,"great value bought this as an inexpensive replacement for a stolen phone. arrived in great condition, exactly as described. so far it has been a great phone for my mother and had no issues with the quality or service.",True
ORD288725,ID0457365601,2019-10-25,Nickolson,"[('pearTV', 1), ('iAssist Line', 2), ('Toshika 750', 2)]",19400,72.47,-37.8207167,144.9707771,15,16562.47,Spring,False,0.2596,quick and easy to set up,True
ORD005232,ID0247417091,2019-11-04,Nickolson,"[('Lucent 330S', 1), ('Olivia x460', 1), ('Universe Note', 1)]",5905,95.22,-37.8179057,144.9706398,15,5114.47,Spring,True,0.1227,"excellent battery life quick sale and shipping. using it as a 32 gb mp3 player w/fm radio when i travel. excellent battery life, too. not too shabby for $5 @!! i'm happy. btw, it came with triple minutes, if i ever use it as a cellphone :)",True
ORD345282,ID6167417944,2019-10-16,Nickolson,"[('Toshika 750', 2), ('Lucent 330S', 1), ('iStream', 1)]",10020,100.79,-37.8144836,144.9619659,5,9619.79,Spring,True,0.8089,five stars love it,True
ORD355878,ID4297530201,2019-09-17,Bakers,"[('IASSIST LINE', 1), ('ALCON 10', 2), ('OLIVIA X460', 1), ('ISTREAM', 1)]",21500,92.62,-37.8023255,144.9777778,15,18367.62,Spring,True,1.7566,phone i thought it was new. battery didn't work and the phone looked bad.,False
ORD371930,ID6231506306,2019-06-29,Nickolson,"[('Alcon 10', 2), ('Toshika 750', 2)]",26540,76.53,-37.8248015,144.9690242,0,26616.53,Winter,True,0.6924,ok ok,True
ORD230298,ID0304186956,2019-11-03,Nickolson,"[('Universe Note', 1), ('Olivia x460', 2), ('Thunder line', 2)]",10260,81.6,-37.8260331,144.9835017,15,8802.6,Spring,False,1.48,nice budget phone this is awsome phone with this price. face unlock is really fast. yet to check camera quality.,True
ORD242226,ID1152560936,2019-03-03,Thompson,"[('Alcon 10', 2), ('pearTV', 1)]",24210,83.23,-37.798879,144.9516355,0,24293.23,Autumn,True,1.5872,very easy to use tablet. lots of apps and game available.,True
ORD070810,ID0317369540,2019-02-22,Thompson,"[('Olivia x460', 1), ('Candle Inferno', 1), ('pearTV', 2)]",14275,77.18,-37.8062244,144.9554662,15,12210.93,Summer,False,1.0299,is really good and i like it i got tired from braying ... this phone. is really good and i like it i got tired from braying i phones. lg. ets. i got to of this phone,True
ORD063307,ID4418536063,2019-09-14,Thompson,"[('Olivia x460', 1), ('Lucent 330S', 1), ('iStream', 1)]",2605,85.06,-37.8021972,144.9630762,0,2690.06,Spring,False,1.8281,five stars this is the best unlocked cellphone i have ever bought. love it,True
ORD016841,ID0598348995,2019-11-27,Nickolson,"[('iAssist Line', 2), ('Universe Note', 1), ('pearTV', 2), ('Alcon 10', 1)]",29470,59.68,-37.8125018,144.9632414,5,28056.18,Spring,False,0.8763,"paid for new device, received refurbished one. did not receive a new device! not happy about being deceived!!! buyer beware!",False
ORD347594,ID0332796790,2019-01-04,Bakers,"[('Lucent 330S', 2), ('pearTV', 2), ('iAssist Line', 1), ('Alcon 10', 2)]",35205,73.58,-37.8085633,145.0001673,10,31758.08,Summer,True,0.4624,not as advertised was not actually unlocked and still registered to someone else. i had to return this and purchase a different phone,False
ORD457758,ID0401416145,2019-04-29,Thompson,"[('Universe Note', 1), ('Toshika 750', 2)]",12090,66.73,-37.807841,144.938431,25,9134.23,Autumn,False,0.9308,nice phone clean,True
ORD300049,ID0387704653,2019-06-22,Nickolson,"[('Toshika 750', 1), ('iStream', 1)]",4470,63.92,-37.8204423,144.9640738,25,3416.42,Winter,False,0.5237,"best phone onhe market its the best phone on the market. replaceable battery, micro sd, 13megapixel camera that's only beaten by the lumia 41 megapixel camera, infra red, widows pone 8.1 (devpre), amazing screen and its light as a feather. cost me less than £200!",True
ORD137495,ID5402876165,2019-02-21,Nickolson,"[('pearTV', 2), ('Olivia x460', 2), ('Thunder line', 2)]",19430,74.08,-37.8176138,144.9730313,25,14646.58,Summer,True,0.325,sad. google maps takes 5 minutes to load. with the fastest chip on board and latest updates for phone i figured would be faster. nope. sad.,False
ORD319178,ID4716795173,2019-06-05,Thompson,"[('Universe Note', 2), ('iAssist Line', 1)]",9125,76.98,-37.818841,144.9532845,15,7833.23,Winter,True,0.8776,a good phone so far not sure it’s been 3 days however it arrived in time with no scratches on it an looked new... it’s to early to confirm if it is mechanically sound .. so far so good,False
ORD076632,ID0588200381,2019-09-04,Nickolson,"[('Candle Inferno', 1), ('Lucent 330S', 2), ('iStream', 2), ('Olivia x460', 1)]",4415,75.22,-37.8121236,144.9739868,0,4490.22,Spring,False,0.8192,"great camera great camera, great phone.",True
ORD138302,ID0131247323,2019-10-06,Bakers,"[('iStream', 2), ('pearTV', 1), ('Alcon 10', 2)]",24510,87.54,-37.8144221,145.0161351,0,24597.54,Spring,True,0.8572,really annoying. phone was not unlocked as described. really annoying.,False
ORD208711,ID0130040956,2019-06-13,Thompson,"[('Thunder line', 2), ('Candle Inferno', 1), ('Universe Note', 2), ('Lucent 330S', 2)]",14150,73.11,-37.8029953,144.9281069,10,12808.11,Winter,False,1.9854,great great value for the price,True
ORD151330,ID4419686624,2019-06-23,Thompson,"[('Thunder line', 2), ('Candle Inferno', 2), ('Alcon 10', 1)]",14170,82.27,-37.8017591,144.9632047,10,12835.27,Winter,True,1.8681,do you know a graduate? for a recent high school graduate this was a great present. he can use it to job search and to keep his upcoming college schedule in order.,True
ORD141734,ID2325395490,2019-06-10,Thompson,"[('iStream', 1), ('Alcon 10', 1), ('Olivia x460', 2), ('Lucent 330S', 2)]",14010,80.66,-37.808393,144.9593275,5,13390.16,Winter,True,1.1787,"great value budget phone great product came with accessories, fast and crisp screen. i love the lucent g6",True
ORD202296,ID0591427998,2019-09-14,Nickolson,"[('Olivia x460', 1), ('Toshika 750', 1)]",5545,74.21,-37.818926,144.9624821,0,5619.21,Spring,False,0.6227,olivia go phone. bought it for someone.very happy with it.,True
ORD235478,ID4996764096,2019-02-14,Thompson,"[('Toshika 750', 2), ('pearTV', 2), ('Thunder line', 1)]",23440,55.54,-37.8113504,144.9534781,0,23495.54,Summer,False,0.5826,"quality the back of the phone was broken with the backplate not even fitting on properly. the phone itself had gunk in all of the nooks and crannies, disgusting, would like a refund/replacement to change my rating",False
ORD051670,ID3094966837,2019-05-01,Thompson,"[('Thunder line', 2), ('pearTV', 2), ('Olivia x460', 1), ('Toshika 750', 2)]",26845,68.49,-37.8004553,144.9485174,5,25571.24,Autumn,False,1.366,this candle reader with cover attached is light weight and easy reading. page turner is easy to use and it reverses so you can hold with either hand. i am very happy and satisfied with this product. happy reading -,False
ORD456259,ID1277988762,2019-05-01,Bakers,"[('iAssist Line', 1), ('Alcon 10', 2), ('pearTV', 2)]",32745,67.8,-37.8126057,145.0110143,15,27901.05,Autumn,False,1.418,beautiful smartphone. fully satisfies my expectations beautiful smartphone. fully satisfies my expectations. the screen suitably wide to see the images clearly. the possibility of using the smartphone as a projector thanks to its compatibility with lucent mods is exciting.,True
ORD354413,ID2948774564,2019-12-06,Nickolson,"[('Universe Note', 2), ('Thunder line', 2), ('iStream', 2), ('Lucent 330S', 1)]",12790,75.04,-37.8103989,144.9726914,15,10946.54,Summer,False,0.9532,five stars good phone love it,True
ORD182183,ID0233270890,2019-08-27,Bakers,"[('iStream', 1), ('Universe Note', 2)]",7050,66.79,-37.7987935,144.9827307,25,5354.29,Winter,True,1.6625,phone turns itself off at random during use. device powers down randomly during regular use.,False
ORD397354,ID0247024616,2019-02-28,Nickolson,"[('pearTV', 2), ('Thunder line', 1), ('Candle Inferno', 2)]",15660,87.96,-37.8154546,144.9704567,0,15747.96,Summer,True,0.3585,five stars easy to setup and use,True
ORD324141,ID6167441023,2019-07-23,Thompson,"[('iStream', 1), ('Candle Inferno', 1), ('Olivia x460', 2)]",3030,67.47,-37.8091486,144.9609023,10,2794.47,Winter,False,1.2783,"great value! this phone is awesome! i'm loving it so far. if i have any problems with it down the road, i'll update this review. :)",True
ORD226452,ID0634783578,2019-11-11,Thompson,"[('pearTV', 1), ('Toshika 750', 2)]",14950,101.06,-37.8122336,144.9365521,15,12808.56,Spring,True,0.9262,awsome i love this brand soon time to update my smartphone,False
ORD043067,ID2193369804,2019-10-26,Bakers,"[('Candle Inferno', 1), ('pearTV', 2), ('iAssist Line', 2), ('Universe Note', 2)]",24400,72.67,-37.8154669,145.0135513,15,20812.67,Spring,False,0.4457,great fast,True
ORD228614,ID0298045612,2019-10-10,Nickolson,"[('Alcon 10', 2), ('Lucent 330S', 1), ('iAssist Line', 2), ('Thunder line', 1)]",25760,99.42,-37.8228607,144.9665714,0,25859.42,Spring,True,0.5423,good great product,True
ORD066333,ID0349920091,2019-06-11,Bakers,"[('iAssist Line', 2), ('pearTV', 2), ('Olivia x460', 1)]",18295,79.5,-37.8185923,145.0052383,10,16545.0,Winter,True,1.3,best best best best phone in market... runs very fast and too good..,True
ORD452012,ID6221450539,2019-09-06,Bakers,"[('Candle Inferno', 1), ('Lucent 330S', 2), ('Alcon 10', 1), ('iAssist Line', 1)]",14065,77.64,-37.808839,144.9834904,25,10626.39,Spring,False,1.0406,great phone! great refurbished phone....looks brand new and works great!!!,False
ORD222362,ID0767585458,2019-03-24,Nickolson,"[('Candle Inferno', 2), ('pearTV', 1)]",7170,66.4,-37.8069927,144.9729476,0,7236.4,Autumn,False,1.3256,"not nearly as fast as my toshika xperia xz premium... but darn close. i got this used and it arrived looking great, except without the original box, which i really don't care about. side by side speed comparison (using video games), it isn't as fast as my toshika xperia xz premium, but darn close.",True
ORD058255,ID2700682442,2019-10-12,Nickolson,"[('Thunder line', 1), ('Olivia x460', 2)]",4630,76.93,-37.8233794,144.9766338,0,4706.93,Spring,False,0.8195,flip top phone i bought this for my sister who is enjoying it & uses it without problems.,True
ORD315179,ID0664378464,2019-04-20,Nickolson,"[('Candle Inferno', 2), ('Lucent 330S', 1), ('Alcon 10', 1), ('pearTV', 2)]",23660,49.88,-37.8201199,144.9669823,25,17794.88,Autumn,False,0.2826,useless! phone sold without sd card. useless!,False
ORD170004,ID2207663849,2019-04-27,Thompson,"[('Thunder line', 2), ('Candle Inferno', 1), ('pearTV', 2), ('Universe Note', 2)]",24310,52.69,-37.8012858,144.9457072,15,20716.19,Autumn,False,1.2733,very poorly built phone very cheap product item was in a rugged otterbox style case when the phone fell on the ground screen would not turn on looked and direct light and saw the screen itself shattered but the touch screen glass was undamaged phone was only dropped once since having it for 5 weeks,False
ORD075922,ID0758612178,2019-03-06,Thompson,"[('Candle Inferno', 2), ('iStream', 1), ('Olivia x460', 1), ('Toshika 750', 1)]",6555,64.09,-37.8214382,144.9456191,25,4980.34,Autumn,True,0.984,"did not work with verizon plugged in our sim card and imei unknown. verizon said it won't work. got digico tech support, and they connected me with lucentrola support who ended up hanging up on me. do not buy! i was hoping that it would work but no go.",False
ORD189717,ID0844410211,2019-04-13,Thompson,"[('IASSIST LINE', 2), ('lucent 330s', 2)]",6910,78.46,-37.8190391,144.9467214,5,6642.96,Autumn,True,0.7093,used for employees use these phones to hand out to our employees. best ones we've used yet. not expensive and does the job.,True
ORD303289,ID6226013492,2019-10-18,Bakers,"[('pearTV', 2), ('Lucent 330S', 2)]",15080,102.58,-37.8173222,145.0040415,0,15182.58,Spring,True,1.1248,great service the phone came sooner than the delivery i was given. very happy with the product.,True
ORD016275,ID6282174092,2019-02-26,Nickolson,"[('iAssist Line', 2), ('Candle Inferno', 1), ('Toshika 750', 2)]",13520,73.65,-37.8233588,144.9785671,0,13593.65,Summer,False,0.9538,i would definitely recommend edge cellular the phone was exactly what i was looking for. i would definitely recommend edge cellular.,True
ORD233901,ID0579492570,2019-06-26,Thompson,"[('Toshika 750', 2), ('iAssist Line', 1), ('Olivia x460', 2)]",13315,64.27,-37.81703,144.9518402,0,13379.27,Winter,False,0.6413,price works very well,True
ORD357914,ID2086406859,2019-09-04,Bakers,"[('Olivia x460', 2), ('Toshika 750', 2), ('Universe Note', 1), ('Thunder line', 1)]",16720,76.68,-37.8053812,144.987412,15,14288.68,Spring,False,0.8584,four stars great phone but not working with verizon,True
ORD293148,ID1681675856,2019-09-12,Nickolson,"[('Toshika 750', 1), ('Candle Inferno', 2)]",5180,80.53,-37.809841,144.9763289,25,3965.53,Spring,False,1.1423,great build qualitygood screen resolution for the moneycan install android applications -including kodi,True
ORD202010,ID2189358918,2019-02-13,Bakers,"[('iAssist Line', 1), ('iStream', 2)]",2525,68.51,-37.8097225,144.9903011,15,2214.76,Summer,False,0.7443,i love the android os and will not in the foreseeable ... this goes with me everywhere. i love the android os and will not in the foreseeable future switch back to ios.,True
